1000 10000
669 51 66
19 773 81
628 672 42
375 888 5
232 736 56
260 294 85
112 309 99
867 791 73
385 112 90
921 339 85
850 269 41
807 292 74
485 113 60
63 55 47
434 201 11
570 635 54
204 206 74
582 813 47
655 253 11
63 416 83
447 19 28
919 957 60
90 764 45
399 246 31
306 336 52
828 867 61
590 659 3
238 669 45
353 848 82
860 377 73
189 971 51
994 402 84
504 134 2
545 237 3
103 298 93
645 255 95
922 108 53
126 66 53
721 4 84
125 199 15
973 514 92
692 395 17
946 505 10
218 269 20
57 942 26
711 598 87
528 922 9
920 716 49
950 197 22
55 415 67
37 393 91
389 863 78
967 122 24
297 484 21
83 78 11
5 398 16
38 17 51
452 564 41
412 330 86
700 997 15
692 342 59
254 728 87
997 28 85
887 995 45
963 245 99
186 733 59
568 749 52
54 666 77
951 651 52
346 613 78
43 239 1
571 520 81
320 760 31
698 972 3
300 44 87
273 430 28
425 935 31
258 911 18
768 792 34
748 652 10
942 641 87
654 886 34
988 57 59
562 928 12
34 860 57
305 214 55
324 4 52
172 440 53
17 347 48
17 246 40
426 533 38
985 110 37
151 971 68
791 11 100
182 109 16
220 935 82
255 305 89
947 287 70
236 802 30
533 354 51
321 963 24
142 560 63
156 135 98
675 632 93
532 489 65
29 777 84
823 565 70
920 422 73
988 230 99
859 584 69
470 139 54
107 332 52
625 591 92
526 834 2
952 512 83
31 288 31
773 716 91
871 270 95
88 280 15
255 522 81
375 772 17
110 573 71
106 910 20
808 294 69
524 666 56
377 907 2
494 620 15
448 236 59
654 864 38
934 898 82
888 208 37
185 416 25
692 498 99
802 263 55
208 698 85
448 994 18
367 865 19
21 644 79
289 896 2
514 910 2
560 217 77
538 409 54
826 49 28
144 775 9
815 940 71
300 111 81
759 187 21
918 941 34
968 82 14
429 588 2
779 528 27
816 993 7
252 274 3
418 556 65
89 663 6
990 433 74
652 416 74
170 338 15
888 691 14
177 101 1
108 568 95
692 289 61
763 698 99
53 211 50
692 509 97
994 800 99
306 642 39
320 593 54
586 386 39
190 339 70
697 936 13
929 863 6
378 392 3
254 136 28
219 899 93
115 326 17
465 793 64
953 66 39
336 531 8
122 790 17
280 400 66
36 785 98
242 56 91
813 939 33
244 484 86
188 111 4
65 819 100
37 929 20
615 611 69
76 99 98
394 279 84
858 61 68
606 307 66
76 274 27
904 998 24
719 965 83
255 213 32
515 341 88
901 352 77
440 923 44
618 333 90
700 189 42
693 397 55
83 927 33
694 18 72
499 621 91
283 867 23
320 749 52
556 828 66
168 660 37
170 442 44
10 3 63
601 347 12
789 256 100
968 164 41
547 216 22
659 444 76
889 607 85
828 943 92
628 425 83
332 364 70
798 964 38
199 965 41
596 204 59
851 464 40
725 522 77
759 532 8
446 483 52
717 14 18
645 319 43
304 151 71
606 625 7
605 657 64
889 991 58
851 142 44
959 604 68
759 128 93
346 829 25
891 44 7
106 366 18
433 62 44
111 408 25
516 656 48
318 337 73
394 222 36
394 793 93
688 738 98
263 172 61
272 160 47
926 556 20
118 904 45
887 71 75
654 660 25
42 317 41
494 190 71
1 276 95
523 584 64
175 330 64
938 107 92
318 615 50
581 166 13
975 268 85
700 933 6
493 815 85
686 970 100
936 86 66
312 895 66
679 593 14
811 657 68
436 291 92
591 210 58
357 830 86
62 313 69
177 970 47
163 778 44
975 965 65
302 96 87
768 488 10
552 82 30
202 42 63
347 357 2
631 147 55
108 749 6
93 311 34
636 911 11
199 259 21
506 119 34
849 397 12
851 105 26
28 458 78
653 851 69
699 595 66
965 479 82
869 451 38
455 194 97
230 922 78
12 60 66
871 554 44
302 938 96
760 638 79
646 601 60
888 542 74
906 700 76
425 132 81
738 941 41
156 365 100
314 33 27
918 978 16
573 942 96
445 893 51
439 510 71
663 857 93
529 451 91
517 456 31
21 912 32
861 351 85
246 404 44
403 108 20
380 381 25
103 781 97
55 297 87
387 843 34
580 246 90
712 152 22
436 215 7
498 174 31
195 122 21
998 619 61
397 274 82
708 319 48
248 233 80
326 826 68
34 114 48
88 301 95
710 437 36
649 337 85
639 169 55
860 481 14
654 834 69
53 716 45
14 246 1
348 360 99
625 898 14
8 267 80
984 67 19
265 115 43
38 71 69
788 370 58
796 196 20
459 356 81
544 521 39
706 357 19
39 520 7
452 721 44
369 45 36
977 605 20
955 542 36
90 323 40
62 266 38
682 27 92
293 517 91
157 984 30
869 351 66
81 207 65
591 356 99
750 653 35
49 359 24
764 577 50
681 601 55
638 362 80
770 75 94
595 942 89
388 498 34
922 417 72
689 353 20
94 963 60
802 751 75
665 960 98
373 723 88
914 907 79
458 588 89
914 396 71
176 784 70
240 720 55
13 633 49
965 766 39
108 779 65
457 380 28
873 174 56
154 330 80
451 132 74
886 382 90
771 477 56
992 305 91
270 636 50
477 523 25
658 165 28
453 400 33
120 934 27
841 98 70
975 522 17
59 1 26
512 355 82
911 301 9
494 428 48
442 680 79
393 321 38
323 327 52
78 559 57
780 354 85
971 452 36
712 691 89
77 982 4
531 514 85
325 545 64
866 255 43
731 902 33
828 400 38
684 471 88
726 383 81
181 523 44
618 430 47
704 318 43
995 96 57
723 233 38
546 769 45
672 684 5
600 780 21
991 136 2
423 353 64
114 202 50
753 901 63
495 411 13
354 711 66
159 830 73
507 466 40
842 83 97
777 491 50
273 733 75
219 566 57
808 786 76
56 514 2
823 714 51
252 956 17
629 68 26
301 578 22
269 161 4
563 642 83
177 886 6
825 463 87
727 951 59
623 884 65
510 84 4
397 303 93
182 118 37
318 888 95
987 339 81
651 77 91
266 222 100
722 358 28
648 279 38
253 632 96
215 409 54
528 451 58
326 446 65
855 900 9
617 42 34
125 357 4
424 223 28
568 605 66
163 201 76
68 128 100
615 893 45
4 293 96
388 315 11
850 206 73
560 99 83
47 464 71
23 667 5
98 164 64
21 422 85
65 127 10
501 825 51
831 549 67
37 50 7
299 247 28
194 462 32
563 711 48
727 162 21
152 58 36
635 803 88
689 823 21
922 865 8
39 887 86
830 595 37
268 556 49
909 267 70
74 814 18
864 867 14
387 601 76
9 25 26
667 413 83
667 831 43
311 457 66
161 90 75
309 510 73
293 499 71
397 504 27
562 248 90
451 7 34
962 328 78
479 357 97
315 38 8
651 918 87
931 959 10
616 488 20
394 820 35
324 331 99
955 736 96
303 735 61
368 505 35
137 198 98
261 734 42
930 910 12
943 559 78
262 561 65
290 402 35
687 278 15
687 543 1
15 10 76
899 257 98
483 4 37
83 820 92
628 775 33
688 391 45
217 390 30
607 483 5
674 165 41
447 245 93
957 400 50
671 953 26
341 535 73
359 626 13
577 410 46
184 199 93
945 567 18
995 738 9
792 651 17
992 358 75
396 201 12
117 359 99
456 626 1
876 398 12
226 736 52
732 646 80
283 662 57
107 723 95
505 474 73
476 901 66
262 943 83
339 393 36
258 3 77
937 253 97
338 926 9
172 548 27
69 887 2
902 471 16
992 245 92
792 838 79
443 104 7
603 721 2
760 120 14
324 172 12
614 67 59
91 207 79
879 778 7
536 58 47
96 205 27
132 335 43
378 469 45
903 175 40
416 60 72
168 668 2
159 567 17
858 216 42
905 318 54
271 2 100
948 43 48
443 692 52
135 604 41
638 407 75
494 609 77
610 42 44
382 516 59
884 87 36
758 982 94
980 728 5
57 813 90
764 227 55
196 467 63
141 902 14
184 423 70
709 722 64
423 44 98
607 954 29
627 975 100
43 567 89
307 224 68
663 71 6
89 667 96
432 155 70
632 200 75
639 647 61
145 555 5
427 9 62
204 390 54
104 286 32
997 113 84
912 817 46
198 412 4
8 555 34
686 191 9
625 254 91
284 80 43
516 33 39
714 582 7
136 484 39
775 645 43
125 607 44
943 288 25
743 81 18
84 388 37
584 398 50
428 32 29
194 607 71
728 704 66
876 891 22
388 108 28
519 221 26
450 502 53
279 40 61
73 676 70
859 603 23
361 694 67
79 199 22
478 202 61
182 889 91
476 189 2
295 717 85
372 886 18
695 754 24
462 993 92
74 99 30
222 231 7
75 837 68
540 576 15
865 632 57
884 181 94
760 175 24
72 324 34
477 838 98
441 303 89
97 55 100
816 795 21
928 366 54
967 13 97
837 287 66
296 504 36
85 963 58
210 381 34
398 774 67
414 596 78
850 846 26
